,Location ID,City,Area,Name,Address,Latitude,Longitude,Rating,Total Reviews,Place ID,Google Maps URL,full_location
348,LOC_1,Chennai,"T.Nagar, Boag Road",Naturals Salon,"27, S Boag Rd, next to SBI, JJ Nagar, T. Nagar, Chennai, Tamil Nadu 600017, India",13.0376194,80.24313049999999,4.7,1746,ChIJW0LWglJmUjoRptyyALN3d1k,https://www.google.com/maps/place/?q=place_id:ChIJW0LWglJmUjoRptyyALN3d1k,"Chennai T.Nagar, Boag RoadNaturals Salon"
380,LOC_1,Chennai,Tiruvottiyur,Naturals Salon,"Bus Stop, 879, Thiruvottiyur High Rd, Theradi, Rajakadai, Tiruvottiyur, Tiruvallur, Tamil Nadu 600019, India",13.1600207,80.3025406,4.6,1230,ChIJu08uvNxvUjoRnU8vgmdp4qc,https://www.google.com/maps/place/?q=place_id:ChIJu08uvNxvUjoRnU8vgmdp4qc,Chennai TiruvottiyurNaturals Salon
381,LOC_1,Chennai,Triplicane,Naturals Salon,"No 16/33, KNR Building, Pycrofts Rd, near Triplicane, Bharathi Salai, Narayana Krishnaraja Puram, Triplicane, Chennai, Tamil Nadu 600005, India",13.0579474,80.2774512,4.3,846,ChIJZdY93Z9oUjoR2eL4Sj39ceI,https://www.google.com/maps/place/?q=place_id:ChIJZdY93Z9oUjoR2eL4Sj39ceI,Chennai TriplicaneNaturals Salon
385,LOC_1,Chennai,Valasaravakkam,Naturals Signature Salon,"New No 96, Old 139, Arcot Rd, above Federal Bank, East Kamakoti Nagar, Valasaravakkam, Chennai, Tamil Nadu 600087, India",13.0417011,80.17467119999999,4.8,741,ChIJVTkIp_BhUjoRk6rtnXy3AWU,https://www.google.com/maps/place/?q=place_id:ChIJVTkIp_BhUjoRk6rtnXy3AWU,Chennai ValasaravakkamNaturals Signature Salon
386,LOC_2,Chennai,Valasaravakkam,Naturals,"RK Complex, Arcot Rd, Signal, Valasaravakkam, Chennai, Tamil Nadu 600087, India",13.0405872,80.17157279999999,4.3,297,ChIJVVWRbyRhUjoR9BVKFq8Qwrc,https://www.google.com/maps/place/?q=place_id:ChIJVVWRbyRhUjoR9BVKFq8Qwrc,Chennai ValasaravakkamNaturals
387,LOC_3,Chennai,Valasaravakkam,Naturals Salon,"1st Floor, No 1, near Kesavarthini, Janaki Nagar, Alwartirunagar, Valasaravakkam, Chennai, Tamil Nadu 600087, India",13.0422957,80.1811036,4.4,570,ChIJJfJfYy5hUjoRccDlMLi0d3I,https://www.google.com/maps/place/?q=place_id:ChIJJfJfYy5hUjoRccDlMLi0d3I,Chennai ValasaravakkamNaturals Salon
408,LOC_3,Chennai,Vanagaram,Naturals Salon,"G2, Radhae Shyam Apartments, Vanagaram-Ambattur Rd, near Nilgiris Super Market, Vanagaram, Chennai, Tamil Nadu 600095, India",13.075929,80.1548117,3.6,10,ChIJHWQYSKxnUjoRA-4cwwdVjQk,https://www.google.com/maps/place/?q=place_id:ChIJHWQYSKxnUjoRA-4cwwdVjQk,Chennai VanagaramNaturals Salon
409,LOC_1,Chennai,"velacherry, Grand Mall",Naturals Salon,"SN 1 to 3, No 137, 2nd Flr, Grand Square, Velachery - Tambaram Main Rd, V.O.C Nagar, Doctor Seetaram Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.9718868,80.2206745,4.8,356,ChIJ38JlxW1lUjoRVB-uo0b6CZQ,https://www.google.com/maps/place/?q=place_id:ChIJ38JlxW1lUjoRVB-uo0b6CZQ,"Chennai velacherry, Grand MallNaturals Salon"
410,LOC_2,Chennai,"velacherry, Grand Mall",Naturals Signature Salon,"No: G-38,No: 142 ,Lower Ground Floor, Velachery Rd, Indira Gandhi Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.9929627,80.2184516,4.8,2528,ChIJ6aCWRmJnUjoRRmaT-wCYdLE,https://www.google.com/maps/place/?q=place_id:ChIJ6aCWRmJnUjoRRmaT-wCYdLE,"Chennai velacherry, Grand MallNaturals Signature Salon"
416,LOC_5,Chennai,"Velacherry, Phoenix Marketcity",Naturals Salon W- Women's exclsuive,"2nd Floor, Landmark Heavens Sampoorna, No 31, 100 Feet Rd, Indira Gandhi Nagar, Velachery, Chennai, Tamil Nadu 600042, India",12.9904332,80.2188688,4.7,928,ChIJ5_3KjWJnUjoRdvf4SUXOpac,https://www.google.com/maps/place/?q=place_id:ChIJ5_3KjWJnUjoRdvf4SUXOpac,"Chennai Velacherry, Phoenix MarketcityNaturals Salon W- Women's exclsuive"
461,LOC_1,Chennai,West Mambalam,Naturals Salon,"New Door No.88, Old Door No.45, 46 & 46/1 Navins, Brindavan St, West Mambalam, Chennai, Tamil Nadu 600033, India",13.0423371,80.2246629,4.3,480,ChIJUUOJu_tmUjoRL7BsVmdNZnw,https://www.google.com/maps/place/?q=place_id:ChIJUUOJu_tmUjoRL7BsVmdNZnw,Chennai West MambalamNaturals Salon
